,amp,batch_size,bss_reg,cat:auto_augment:None,cat:auto_augment:original,cat:auto_augment:v0,cat:data_augmentation:None,cat:data_augmentation:auto_augment,cat:data_augmentation:random_augment,cat:data_augmentation:trivial_augment,cat:model:beit_base_patch16_384,cat:model:beit_large_patch16_512,cat:model:convnext_small_384_in22ft1k,cat:model:deit3_small_patch16_384_in21ft1k,cat:model:dla46x_c,cat:model:edgenext_small,cat:model:edgenext_x_small,cat:model:edgenext_xx_small,cat:model:mobilevit_xs,cat:model:mobilevit_xxs,cat:model:mobilevitv2_075,cat:model:swinv2_base_window12to24_192to384_22kft1k,cat:model:tf_efficientnet_b4_ns,cat:model:tf_efficientnet_b6_ns,cat:model:tf_efficientnet_b7_ns,cat:model:volo_d1_384,cat:model:volo_d3_448,cat:model:volo_d4_448,cat:model:volo_d5_448,cat:model:volo_d5_512,cat:model:xcit_nano_12_p8_384_dist,cat:model:xcit_small_12_p8_384_dist,cat:model:xcit_tiny_12_p8_384_dist,cat:model:xcit_tiny_24_p8_384_dist,cat:opt:adam,cat:opt:adamp,cat:opt:adamw,cat:opt:momentum,cat:opt:sgd,cat:opt_betas:None,"cat:opt_betas:[0.0, 0.999]","cat:opt_betas:[0.0, 0.99]","cat:opt_betas:[0.9, 0.999]","cat:opt_betas:[0.9, 0.99]",cat:sched:cosine,cat:sched:multistep,cat:sched:plateau,cat:sched:step,clip_grad,cotuning_reg,cutmix,decay_epochs,decay_rate,delta_reg,drop,layer_decay,linear_probing,lr,mixup,mixup_prob,momentum,patience_epochs,pct_to_freeze,ra_magnitude,ra_num_ops,smoothing,sp_reg,stoch_norm,warmup_epochs,warmup_lr,weight_decay
57801146441732660,0,4,0.0001,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.0,0.0,1.0,90.0,0.1,0.0001,0.4,-1.0,1,0.01,4.0,1.0,0.9,10,0.2,8,2,0.1,0.001,0,5,1e-05,0.1
16126703496455461,1,16,0.01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1.0,2.0,0.25,20.0,0.1,0.0001,0.1,0.65,0,0.0001,0.0,0.0,0.9,10,0.8,8,2,0.1,0.1,0,10,1e-05,0.0
471726319217819204,0,4,0.1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.0,1.0,1.0,10.0,0.5,0.1,0.2,0.65,0,5e-05,4.0,1.0,0.9,10,0.6,17,3,0.05,0.001,0,0,1e-06,0.01
69357963598186237,1,16,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.0,4.0,0.0,90.0,0.1,0.0001,0.1,-1.0,0,0.005,0.4,0.25,0.9,2,1.0,8,2,0.1,0.001,0,0,1e-06,0.0001
57936774984049232,0,32,0.01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-1.0,0.5,2.0,90.0,0.1,0.0001,0.4,0.75,0,1e-05,2.0,0.0,0.9,10,1.0,8,2,0.1,0.0001,0,10,1e-05,0.1
109483860633104040,0,16,0.01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.0,1.0,2.0,20.0,0.1,0.001,0.4,0.75,1,0.0001,1.0,0.75,0.9,10,0.2,8,2,0.05,0.001,1,0,0.0,0.0001
63418917565243533,1,4,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0,1.0,90.0,0.1,0.001,0.2,-1.0,1,0.0001,0.4,1.0,0.9,10,1.0,17,2,0.0,0.001,1,10,1e-05,1e-05
7842812135112278,0,2,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,10.0,1.0,2.0,90.0,0.1,0.0001,0.3,0.65,0,0.0001,2.0,0.25,0.9,10,0.4,8,2,0.1,0.001,0,5,1e-05,0.0
7752002675748699,1,4,0.001,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.0,0.5,0.5,90.0,0.1,0.0001,0.3,-1.0,0,0.0005,0.0,1.0,0.0,10,0.6,8,2,0.1,0.0001,1,0,1e-05,0.0
6208160809085086,0,8,0.1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0.5,1.0,90.0,0.1,0.0001,0.3,0.75,1,0.01,0.0,0.75,0.9,10,1.0,8,2,0.1,0.01,0,10,1e-06,1e-05
85737362293581491,1,8,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-1.0,4.0,0.5,90.0,0.1,0.0,0.2,0.65,0,5e-05,0.0,0.75,0.9,10,0.2,8,2,0.1,0.1,0,5,1e-06,0.0001
29090959227789333,1,32,0.0001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,10.0,0.5,0.0,90.0,0.1,0.01,0.4,0.65,0,0.01,0.2,0.75,0.9,10,0.4,8,2,0.0,0.1,1,5,1e-06,0.0001
53482424371245635,1,2,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,10.0,0.0,0.0,10.0,0.5,0.0,0.4,-1.0,0,0.0005,2.0,0.5,0.8,10,0.4,8,2,0.1,0.1,0,10,1e-06,0.0001
7188227013904142,0,64,0.0001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10.0,4.0,0.1,90.0,0.1,0.001,0.3,0.75,0,0.005,0.2,0.75,0.0,10,1.0,9,2,0.0,0.1,1,10,0.0,0.0
118374992182675281,1,4,0.0001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0.5,4.0,10.0,0.5,0.0001,0.1,0.75,0,0.01,4.0,0.0,0.9,10,0.8,8,2,0.0,0.0,0,0,1e-05,0.0001
94921768384131758,0,256,0.01,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,10.0,2.0,0.25,20.0,0.5,0.0,0.2,-1.0,0,0.0005,0.2,0.0,0.9,10,1.0,8,2,0.1,0.0001,1,10,0.0,1e-05
18467234329667972,0,256,0.0001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0.1,10.0,0.5,0.001,0.3,0.65,0,0.005,0.4,0.5,0.9,10,0.8,9,2,0.1,0.0,0,0,1e-05,0.01
28798921075665767,1,8,0.1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,10.0,2.0,2.0,20.0,0.1,0.001,0.1,0.75,1,1e-05,0.4,0.75,0.9,10,0.6,8,2,0.05,0.1,1,10,0.0,0.0001
9511947319230830,0,4,0.0001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,10.0,4.0,0.1,90.0,0.1,0.1,0.3,0.65,1,0.01,8.0,0.75,0.9,10,0.0,8,2,0.0,0.1,0,0,0.0,0.01
9793105592978646,0,2,0.001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0.5,0.5,90.0,0.1,0.1,0.2,0.75,1,5e-05,0.4,0.75,0.9,10,0.2,8,2,0.1,0.001,0,10,0.0,0.01
2632383878679747,1,32,0.0001,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-1.0,0.5,0.0,90.0,0.1,0.0,0.0,0.75,0,1e-05,2.0,0.0,0.0,10,1.0,8,2,0.05,0.0,1,10,1e-05,0.01
6225925391521215,1,64,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-1.0,0.0,4.0,90.0,0.1,0.1,0.2,0.65,0,0.0005,1.0,0.75,0.9,2,0.8,9,2,0.1,0.1,0,10,1e-06,1e-05
71909733182411461,1,32,0.0001,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.25,90.0,0.1,0.1,0.2,0.65,0,0.0001,0.0,0.0,0.95,10,0.2,17,2,0.0,0.01,0,10,0.0,0.0
229581059648261980,0,8,0.001,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10.0,2.0,0.0,20.0,0.1,0.001,0.3,0.75,0,0.001,1.0,0.75,0.9,10,1.0,8,2,0.05,0.001,0,0,0.0,0.001
1300790572247429,1,16,0.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,90.0,0.1,0.0001,0.0,0.65,0,1e-05,4.0,0.0,0.0,10,0.6,8,2,0.1,0.0001,1,10,1e-05,0.1
94553654778916875,1,32,0.001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10.0,0.0,2.0,90.0,0.1,0.0,0.4,-1.0,1,0.005,0.4,0.0,0.8,10,1.0,9,3,0.05,0.001,0,0,0.0,1e-05
10230238713095848,0,8,0.0001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-1.0,0.5,2.0,20.0,0.1,0.0001,0.4,0.65,0,1e-05,4.0,0.25,0.9,10,0.2,8,2,0.1,0.0001,0,10,1e-06,0.01
17026385896475648,0,16,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0,10.0,0.1,0.1,0.4,0.65,0,0.0005,8.0,0.5,0.9,10,0.2,8,2,0.1,0.1,0,10,1e-06,0.1
133625097407040903,1,32,0.01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,90.0,0.1,0.01,0.1,0.65,1,0.001,0.2,0.0,0.9,5,1.0,8,2,0.05,0.0001,1,10,1e-05,0.001
190364240137130594,0,32,0.001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,10.0,0.5,0.1,20.0,0.5,0.01,0.3,0.75,0,0.001,0.2,0.0,0.9,10,0.4,8,2,0.05,0.01,1,10,1e-05,0.001
13198020097000394,0,4,0.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-1.0,0.5,0.5,90.0,0.1,0.0,0.4,0.65,1,0.005,2.0,0.25,0.8,10,0.6,8,2,0.1,0.1,1,0,1e-05,0.0001
79770917207900544,0,16,0.0001,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,10.0,1.0,4.0,90.0,0.1,0.0001,0.0,0.75,1,1e-05,0.0,0.75,0.9,10,1.0,9,3,0.0,0.001,1,0,0.0,0.0
194593626491108369,1,8,0.01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-1.0,2.0,0.1,10.0,0.1,0.0001,0.0,0.65,1,0.01,0.2,1.0,0.9,10,0.0,8,2,0.05,0.0,0,5,0.0,0.1
461780682997571650,0,64,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,-1.0,1.0,2.0,10.0,0.5,0.0,0.4,-1.0,0,0.0001,0.4,1.0,0.99,10,1.0,8,2,0.05,0.1,1,10,1e-05,0.0
188437552866192896,0,32,0.0001,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.0,0.5,0.25,20.0,0.5,0.0,0.4,0.75,1,0.005,4.0,1.0,0.9,10,0.0,17,2,0.0,0.0,0,10,1e-06,0.01
5832459478214036,0,32,0.0001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,-1.0,2.0,0.0,90.0,0.1,0.1,0.3,0.65,0,0.005,1.0,0.5,0.9,10,0.4,8,2,0.1,0.01,1,10,0.0,1e-05
17384133931472973,1,4,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,10.0,1.0,0.25,90.0,0.1,0.1,0.0,0.75,0,0.0005,4.0,0.75,0.9,10,1.0,8,2,0.1,0.01,1,5,1e-05,0.1
40772635308267757,1,16,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10.0,0.5,0.5,90.0,0.1,0.0001,0.4,0.75,0,0.0001,0.4,0.5,0.9,5,1.0,8,2,0.05,0.001,1,5,0.0,0.1
22143460129649509,1,128,0.001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.0,2.0,2.0,90.0,0.1,0.0,0.2,0.75,1,0.01,2.0,0.5,0.9,2,0.2,9,2,0.1,0.0,1,0,1e-06,1e-05
7396828625212034,0,2,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1.0,4.0,0.0,90.0,0.1,0.01,0.2,-1.0,0,5e-05,4.0,0.5,0.9,10,0.4,8,2,0.0,0.01,0,5,1e-06,0.0
29031195553631734,0,8,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0,0.5,90.0,0.1,0.001,0.3,0.65,0,0.0001,0.4,1.0,0.9,10,0.8,8,2,0.0,0.0,1,5,1e-06,0.0001
88059400730188117,1,16,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1.0,0.5,1.0,20.0,0.5,0.0,0.1,0.65,0,0.0001,0.2,0.0,0.9,10,1.0,8,2,0.05,0.1,1,5,0.0,0.0
377043153393836139,1,8,0.01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.0,4.0,0.0,10.0,0.5,0.0,0.4,0.75,0,0.0001,0.4,0.5,0.9,10,0.2,9,3,0.05,0.0001,0,10,0.0,0.0001
89585954411223983,1,8,0.0001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1.0,0.5,4.0,90.0,0.1,0.001,0.4,-1.0,1,0.0005,1.0,0.0,0.9,2,0.0,17,2,0.0,0.0001,0,0,1e-06,0.1
251700859113926104,0,32,0.01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,-1.0,1.0,0.1,10.0,0.5,0.0001,0.2,0.65,0,5e-05,2.0,0.75,0.9,10,0.6,8,2,0.1,0.0001,1,0,1e-06,0.1
1856998313113918,0,8,0.01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0.5,0.5,90.0,0.1,0.0,0.0,-1.0,0,0.0005,0.4,0.5,0.9,10,0.6,8,2,0.1,0.01,0,0,1e-06,0.01
62411666139327010,0,8,0.001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1.0,4.0,1.0,90.0,0.1,0.01,0.3,0.75,0,5e-05,4.0,0.0,0.9,5,1.0,8,2,0.1,0.1,1,5,0.0,1e-05
8105041344927782,0,4,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,10.0,0.0,1.0,20.0,0.1,0.1,0.4,-1.0,1,0.0001,0.4,1.0,0.9,10,0.6,8,2,0.0,0.0,0,0,0.0,0.1
129671857670917560,0,16,0.01,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10.0,0.5,0.1,10.0,0.1,0.0001,0.1,0.65,1,0.001,0.2,0.5,0.9,10,0.4,17,2,0.0,0.01,0,0,0.0,0.1
130656775959211818,0,32,0.001,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,10.0,1.0,1.0,10.0,0.1,0.1,0.0,0.75,0,1e-05,1.0,0.25,0.99,10,0.2,8,2,0.1,0.01,1,0,1e-05,0.1
75732331274209482,0,16,0.001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0.0,0.1,20.0,0.1,0.0,0.2,0.75,0,0.01,2.0,0.25,0.9,10,0.0,8,2,0.1,0.001,1,0,0.0,0.001
18425143119380126,0,16,0.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,10.0,2.0,0.25,90.0,0.1,0.0,0.2,0.75,0,0.01,1.0,0.5,0.9,10,0.8,8,2,0.0,0.01,1,10,1e-06,0.01
5507392730047327,1,2,0.001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,-1.0,1.0,0.5,90.0,0.1,0.0001,0.4,-1.0,0,1e-05,0.0,0.5,0.9,10,0.4,9,2,0.0,0.001,1,0,0.0,1e-05
36124986495600513,1,32,0.01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,10.0,0.5,0.25,10.0,0.1,0.01,0.0,0.75,1,0.01,2.0,0.25,0.9,10,0.2,17,2,0.1,0.001,1,0,1e-05,0.001
22230899107177818,0,32,0.001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10.0,1.0,1.0,90.0,0.1,0.1,0.4,0.65,0,0.005,4.0,0.75,0.9,10,0.8,8,2,0.1,0.0001,0,5,1e-06,1e-05
